Musteri_ID,telefon,Ad_Soyad,Cinsiyet,Yas_Grubu,Magaza_Tipi,Mevsim,Hafta_Ici_Hafta_Sonu,Islem_Saati_Dilimi,Sadakat_Puani,Promosyon_Hassasiyeti_Skoru,Gecen_Gun_Sayisi,Coklu_Kategori_Alim_Skoru,Sepet_Tutari_TL,Makyaj_Alisveris_Sayisi,Gecen_Gun_Makyaj,Makyaj_Ort_Alim_Araligi,Makyaj_Tuketim_Orani,Cilt_Bakimi_Alisveris_Sayisi,Gecen_Gun_Cilt_Bakimi,Cilt_Bakimi_Ort_Alim_Araligi,Cilt_Bakimi_Tuketim_Orani,Agiz_Bakimi_Alisveris_Sayisi,Gecen_Gun_Agiz_Bakimi,Agiz_Bakimi_Ort_Alim_Araligi,Agiz_Bakimi_Tuketim_Orani,Parfum_Alisveris_Sayisi,Gecen_Gun_Parfum,Parfum_Ort_Alim_Araligi,Parfum_Tuketim_Orani,Sac_Bakimi_Alisveris_Sayisi,Gecen_Gun_Sac_Bakimi,Sac_Bakimi_Ort_Alim_Araligi,Sac_Bakimi_Tuketim_Orani,Vucut_Bakimi_Banyo_Alisveris_Sayisi,Gecen_Gun_Vucut_Bakimi_Banyo,Vucut_Bakimi_Banyo_Ort_Alim_Araligi,Vucut_Bakimi_Banyo_Tuketim_Orani,El_Ayak_Bakimi_Alisveris_Sayisi,Gecen_Gun_El_Ayak_Bakimi,El_Ayak_Bakimi_Ort_Alim_Araligi,El_Ayak_Bakimi_Tuketim_Orani,Gunes_Bronzlasma_Alisveris_Sayisi,Gecen_Gun_Gunes_Bronzlasma,Gunes_Bronzlasma_Ort_Alim_Araligi,Gunes_Bronzlasma_Tuketim_Orani,Aksesuar_Guzellik_Aletleri_Alisveris_Sayisi,Gecen_Gun_Aksesuar_Guzellik_Aletleri,Aksesuar_Guzellik_Aletleri_Ort_Alim_Araligi,Aksesuar_Guzellik_Aletleri_Tuketim_Orani,Erkek_Bakim_Alisveris_Sayisi,Gecen_Gun_Erkek_Bakim,Erkek_Bakim_Ort_Alim_Araligi,Erkek_Bakim_Tuketim_Orani,Onerilen_Kategori,Onerilen_Urun,Teklif_Kabul
MST-00458,05307681134,Kübra Yıldız,Kadın,25-34,AVM,Kış,1,Öğle,604,0.86,8,0.29,4344.98,1,66,0,0.0,4,66,59,1.12,3,21,59,0.36,5,72,49,1.47,4,23,15,1.53,4,86,23,3.74,3,68,37,1.84,1,21,0,0.0,2,53,25,2.12,0,0,0,0.0,Güneş & Bronzlaşma,Vücut Güneş Kremi,0
MST-00459,05306347417,Aslı Aslan,Kadın,50+,AVM,Sonbahar,0,Sabah,620,0.41,86,0.87,4006.31,11,21,27,0.78,3,8,43,0.19,2,19,53,0.36,0,0,0,0.0,1,61,0,0.0,1,16,0,0.0,0,0,0,0.0,4,19,56,0.34,2,34,18,1.89,0,0,0,0.0,El & Ayak Bakımı,El Kremi,1
MST-00460,05526809701,Defne Demir,Kadın,50+,AVM,Sonbahar,1,Öğle,2602,0.22,86,0.27,1112.86,5,42,15,2.8,4,46,45,1.02,3,29,47,0.62,0,0,0,0.0,4,53,48,1.1,3,22,22,1.0,1,57,0,0.0,5,75,56,1.34,4,68,25,2.72,0,0,0,0.0,Aksesuar & Güzellik Aletleri,Makyaj Pamuğu,1
MST-00461,05449671370,Defne Doğan,Kadın,35-49,AVM,Sonbahar,0,Öğle,2183,0.65,63,0.47,3974.22,5,80,16,5.0,4,12,49,0.24,0,0,0,0.0,3,11,20,0.55,1,85,0,0.0,3,54,16,3.38,5,34,39,0.87,4,7,15,0.47,2,8,31,0.26,0,0,0,0.0,Parfüm,Vücut Spreyi (Body Mist),0
MST-00462,05553883427,Gamze Arslan,Kadın,18-24,AVM,Sonbahar,0,Gece,3800,0.62,63,0.29,1424.86,8,58,18,3.22,0,0,0,0.0,0,0,0,0.0,3,3,45,0.07,0,0,0,0.0,5,88,43,2.05,1,35,0,0.0,4,4,46,0.09,3,31,32,0.97,0,0,0,0.0,Cilt Bakımı,Misel Su,1
MST-00463,05446752810,Deniz Çelik,Kadın,18-24,Cadde,Kış,0,Akşam,155,0.53,64,0.66,3857.22,1,2,0,0.0,3,65,45,1.44,5,55,40,1.38,3,7,48,0.15,2,65,40,1.62,1,23,0,0.0,4,29,50,0.58,3,82,21,3.9,2,82,52,1.58,0,0,0,0.0,Vücut Bakımı & Banyo,Duş Jeli,1
MST-00464,05355476576,Büşra Arslan,Kadın,25-34,Cadde,Sonbahar,0,Akşam,3353,0.87,30,0.53,3322.14,8,16,44,0.36,4,82,59,1.39,4,51,39,1.31,5,38,31,1.23,2,20,53,0.38,1,68,0,0.0,1,31,0,0.0,1,46,0,0.0,0,0,0,0.0,0,0,0,0.0,Parfüm,EDP Parfüm,0
MST-00465,05523863793,Cem Kara,Erkek,18-24,AVM,İlkbahar,0,Sabah,3911,0.35,98,0.44,1681.43,0,0,0,0.0,1,23,0,0.0,4,39,49,0.8,3,68,17,4.0,4,59,45,1.31,5,3,31,0.1,4,66,32,2.06,4,17,49,0.35,2,83,18,4.61,5,4,29,0.14,Erkek Bakım,Sakal Yağı,0
MST-00466,05328422212,Melike Kılıç,Kadın,25-34,AVM,Kış,1,Sabah,2917,0.11,93,0.53,4111.94,8,55,26,2.12,1,39,0,0.0,5,31,53,0.58,1,55,0,0.0,0,0,0,0.0,5,41,27,1.52,2,27,43,0.63,5,29,16,1.81,1,85,0,0.0,0,0,0,0.0,Ağız Bakımı,Diş Macunu,0
MST-00467,05559791689,Bahar Kaya,Kadın,35-49,AVM,Sonbahar,1,Akşam,3117,0.39,10,0.48,2260.96,9,15,47,0.32,5,60,26,2.31,0,0,0,0.0,0,0,0,0.0,1,47,0,0.0,4,53,34,1.56,0,0,0,0.0,4,28,48,0.58,5,21,25,0.84,0,0,0,0.0,Makyaj,Bronzer,1
MST-00468,05429767500,Arda Demir,Erkek,35-49,AVM,Kış,0,Akşam,2715,0.11,69,0.87,1531.97,0,0,0,0.0,0,0,0,0.0,3,35,47,0.74,3,73,16,4.56,2,49,16,3.06,3,57,37,1.54,3,77,43,1.79,4,28,32,0.88,0,0,0,0.0,4,47,54,0.87,Erkek Bakım,Tıraş Bıçağı,0
MST-00469,05329291923,Deniz Aydın,Kadın,35-49,Cadde,Kış,0,Öğle,4339,0.59,49,0.21,1366.63,1,69,0,0.0,4,57,24,2.38,2,69,32,2.16,3,67,51,1.31,2,2,25,0.08,1,32,0,0.0,0,0,0,0.0,0,0,0,0.0,4,9,24,0.38,0,0,0,0.0,Saç Bakımı,Saç Bakım Yağı,1
MST-00470,05308796324,Berk Çelik,Erkek,25-34,AVM,Kış,0,Öğle,449,0.44,39,0.81,4234.94,0,0,0,0.0,4,44,40,1.1,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4,48,29,1.66,0,0,0,0.0,2,76,23,3.3,3,51,23,2.22,2,80,56,1.43,Erkek Bakım,Erkek Deodorant,0
MST-00471,05309112074,İrem Koç,Kadın,25-34,AVM,Yaz,0,Akşam,4849,0.83,34,0.69,3449.83,10,69,17,4.06,4,70,19,3.68,0,0,0,0.0,5,10,37,0.27,1,24,0,0.0,0,0,0,0.0,3,3,47,0.06,2,4,17,0.24,5,56,45,1.24,0,0,0,0.0,El & Ayak Bakımı,Ayak Kremi,0
MST-00472,05553719269,Ahmet Kurt,Erkek,25-34,Cadde,Sonbahar,1,Akşam,4501,0.82,102,0.41,1672.06,1,13,0,0.0,5,28,37,0.76,1,27,0,0.0,5,45,47,0.96,2,5,52,0.1,4,82,35,2.34,3,54,27,2.0,2,11,41,0.27,1,58,0,0.0,7,8,41,0.2,Erkek Bakım,Tıraş Bıçağı,0
MST-00473,05556672354,Selin Aslan,Kadın,18-24,Cadde,Yaz,0,Sabah,3961,0.49,10,0.93,1255.63,4,26,23,1.13,5,23,23,1.0,4,13,16,0.81,4,23,53,0.43,0,0,0,0.0,4,45,56,0.8,4,17,28,0.61,4,65,43,1.51,5,68,21,3.24,0,0,0,0.0,Makyaj,Dudak Parlatıcısı,1
MST-00474,05526284958,Mehmet Yıldırım,Erkek,35-49,AVM,İlkbahar,1,Akşam,1069,0.29,9,0.26,1070.53,0,0,0,0.0,0,0,0,0.0,3,23,18,1.28,3,18,45,0.4,0,0,0,0.0,1,10,0,0.0,3,16,48,0.33,0,0,0,0.0,4,63,33,1.91,3,82,42,1.95,Erkek Bakım,Tıraş Bıçağı,0
MST-00475,05301786667,Ceren Doğan,Kadın,18-24,Cadde,İlkbahar,0,Akşam,4017,0.48,60,0.38,1213.54,11,13,18,0.72,3,25,51,0.49,2,65,29,2.24,2,62,33,1.88,3,66,30,2.2,0,0,0,0.0,4,38,40,0.95,1,36,0,0.0,1,42,0,0.0,0,0,0,0.0,El & Ayak Bakımı,El Kremi,1
MST-00476,05322712503,Serkan Kara,Erkek,25-34,AVM,Yaz,0,Gece,4844,0.68,96,0.44,632.76,0,0,0,0.0,4,11,44,0.25,1,79,0,0.0,1,56,0,0.0,5,38,41,0.93,5,6,24,0.25,4,19,22,0.86,1,58,0,0.0,4,35,46,0.76,2,58,44,1.32,Saç Bakımı,Saç Bakım Yağı,1
MST-00477,05354609736,Selin Kaya,Kadın,25-34,AVM,Sonbahar,0,Akşam,3591,0.27,5,0.68,2258.6,11,29,56,0.52,5,48,47,1.02,1,77,0,0.0,5,5,18,0.28,0,0,0,0.0,2,70,30,2.33,4,64,42,1.52,2,14,46,0.3,5,54,31,1.74,0,0,0,0.0,Vücut Bakımı & Banyo,Duş Jeli,1
MST-00478,05327638155,Esra Aydın,Kadın,25-34,AVM,Kış,0,Öğle,2819,0.8,35,0.95,328.66,10,18,46,0.39,4,65,16,4.06,5,69,53,1.3,4,81,48,1.69,2,70,37,1.89,5,25,58,0.43,1,67,0,0.0,4,87,38,2.29,4,16,48,0.33,0,0,0,0.0,Cilt Bakımı,Cilt Serumu,1
MST-00479,05351386594,Kuzey Şahin,Erkek,35-49,AVM,İlkbahar,0,Akşam,2285,0.4,11,0.63,200.09,1,2,0,0.0,2,10,56,0.18,0,0,0,0.0,4,82,29,2.83,1,84,0,0.0,0,0,0,0.0,5,36,21,1.71,5,79,40,1.98,2,81,45,1.8,1,2,0,0.0,Ağız Bakımı,Diş İpi,1
MST-00480,05302092501,Melike Çetin,Kadın,25-34,AVM,İlkbahar,1,Akşam,2035,0.94,42,0.87,2838.62,4,27,27,1.0,1,73,0,0.0,4,22,55,0.4,0,0,0,0.0,5,68,36,1.89,5,16,30,0.53,0,0,0,0.0,1,63,0,0.0,2,71,45,1.58,0,0,0,0.0,Makyaj,BB/CC Krem,1
MST-00481,05429525631,Defne Çelik,Kadın,35-49,AVM,İlkbahar,0,Akşam,1190,0.56,80,0.91,534.89,6,50,50,1.0,5,26,40,0.65,0,0,0,0.0,5,68,57,1.19,0,0,0,0.0,2,52,37,1.41,0,0,0,0.0,3,3,19,0.16,3,67,33,2.03,0,0,0,0.0,Vücut Bakımı & Banyo,Vücut Peelingi,0
MST-00482,05443155748,Ayşe Şimşek,Kadın,18-24,Cadde,Sonbahar,0,Akşam,1399,0.86,91,0.52,3826.66,5,42,40,1.05,3,10,44,0.23,1,1,0,0.0,1,83,0,0.0,2,52,30,1.73,4,78,41,1.9,1,67,0,0.0,5,31,48,0.65,5,36,51,0.71,0,0,0,0.0,Cilt Bakımı,Misel Su,1
MST-00483,05524925282,Sümeyye Yıldız,Kadın,25-34,Cadde,Yaz,1,Gece,3740,0.65,20,0.53,614.27,6,67,27,2.48,3,18,49,0.37,1,15,0,0.0,2,80,55,1.45,5,62,18,3.44,0,0,0,0.0,5,33,57,0.58,1,88,0,0.0,0,0,0,0.0,0,0,0,0.0,Cilt Bakımı,Temizleme Jeli,0
MST-00484,05449910852,Melike Kurt,Kadın,35-49,AVM,Yaz,0,Sabah,2248,0.6,51,0.32,2510.61,4,10,36,0.28,3,60,24,2.5,2,53,57,0.93,1,85,0,0.0,5,35,29,1.21,5,43,31,1.39,3,86,56,1.54,5,50,22,2.27,5,54,44,1.23,0,0,0,0.0,El & Ayak Bakımı,Ayak Kremi,1
MST-00485,05355873594,Ayşe Kurt,Kadın,25-34,AVM,Sonbahar,1,Sabah,2793,0.71,1,0.64,3088.44,11,9,38,0.24,4,73,45,1.62,0,0,0,0.0,4,36,41,0.88,3,27,31,0.87,5,53,47,1.13,4,48,59,0.81,4,55,59,0.93,0,0,0,0.0,0,0,0,0.0,Ağız Bakımı,Diş İpi,1
MST-00486,05527941245,Cem Demir,Erkek,50+,Cadde,İlkbahar,0,Akşam,723,0.83,90,0.21,1146.83,0,0,0,0.0,2,45,29,1.55,0,0,0,0.0,4,2,39,0.05,1,1,0,0.0,3,23,23,1.0,5,46,46,1.0,1,63,0,0.0,3,37,25,1.48,2,29,52,0.56,Saç Bakımı,Kuru Şampuan,1
MST-00487,05428817304,Sümeyye Çelik,Kadın,18-24,AVM,Sonbahar,0,Öğle,1441,0.68,11,0.67,4013.95,8,86,39,2.21,3,26,35,0.74,3,5,42,0.12,1,29,0,0.0,4,41,53,0.77,2,66,18,3.67,1,33,0,0.0,4,59,29,2.03,2,57,35,1.63,0,0,0,0.0,Saç Bakımı,Saç Bakım Yağı,0
MST-00488,05321829735,Selin Çelik,Kadın,25-34,Cadde,Sonbahar,1,Sabah,4820,0.82,61,0.9,2244.03,1,38,0,0.0,0,0,0,0.0,2,68,57,1.19,0,0,0,0.0,4,25,45,0.56,0,0,0,0.0,5,16,20,0.8,0,0,0,0.0,4,79,36,2.19,0,0,0,0.0,El & Ayak Bakımı,Oje,1
MST-00489,05559351245,Emre Kara,Erkek,25-34,Cadde,Yaz,1,Öğle,86,0.27,79,0.78,1521.64,0,0,0,0.0,0,0,0,0.0,4,56,34,1.65,0,0,0,0.0,5,23,49,0.47,1,65,0,0.0,4,37,57,0.65,1,25,0,0.0,5,48,42,1.14,5,12,39,0.31,Ağız Bakımı,Diş Macunu,1
MST-00490,05353562469,Yusuf Koç,Erkek,50+,AVM,Sonbahar,0,Akşam,4149,0.35,39,0.68,4069.91,0,0,0,0.0,5,15,24,0.62,0,0,0,0.0,4,23,36,0.64,0,0,0,0.0,2,15,22,0.68,2,80,56,1.43,1,80,0,0.0,0,0,0,0.0,7,71,45,1.58,Erkek Bakım,Tıraş Bıçağı,1
MST-00491,05307509590,Kübra Aslan,Kadın,18-24,AVM,Sonbahar,0,Sabah,1751,0.31,104,0.85,3883.78,1,69,0,0.0,1,24,0,0.0,0,0,0,0.0,2,53,16,3.31,4,20,36,0.56,5,62,16,3.88,0,0,0,0.0,5,6,51,0.12,5,81,47,1.72,0,0,0,0.0,Makyaj,Ruj,0
MST-00492,05558490200,Defne Kara,Kadın,35-49,AVM,İlkbahar,1,Akşam,3420,0.82,48,0.76,3236.88,7,30,48,0.62,2,40,23,1.74,4,62,31,2.0,4,64,20,3.2,1,11,0,0.0,2,61,25,2.44,0,0,0,0.0,2,10,56,0.18,4,54,34,1.59,0,0,0,0.0,Makyaj,Eyeliner,1
MST-00493,05305883680,Sümeyye Çetin,Kadın,25-34,AVM,Kış,0,Sabah,4837,0.18,82,0.58,1413.6,11,14,48,0.29,3,2,31,0.06,2,43,44,0.98,1,78,0,0.0,1,89,0,0.0,2,77,48,1.6,0,0,0,0.0,5,26,35,0.74,5,7,16,0.44,0,0,0,0.0,Ağız Bakımı,Diş Fırçası,0
MST-00494,05555633078,Bahar Şahin,Kadın,18-24,AVM,İlkbahar,0,Sabah,2483,0.82,88,0.57,1847.4,2,2,46,0.04,2,4,30,0.13,0,0,0,0.0,3,76,15,5.07,2,71,40,1.78,1,79,0,0.0,4,65,21,3.1,5,6,20,0.3,3,4,17,0.24,0,0,0,0.0,Makyaj,Aydınlatıcı,0
MST-00495,05323508749,İrem Yıldırım,Kadın,25-34,Cadde,Yaz,1,Öğle,3212,0.45,28,0.2,3150.34,5,8,52,0.15,0,0,0,0.0,4,89,31,2.87,3,75,31,2.42,4,4,49,0.08,3,2,32,0.06,3,44,32,1.38,4,21,47,0.45,2,10,43,0.23,0,0,0,0.0,El & Ayak Bakımı,Aseton,1
MST-00496,05441953959,Gizem Koç,Kadın,25-34,AVM,Kış,1,Sabah,3922,0.17,89,0.49,955.99,8,74,39,1.9,5,39,30,1.3,3,52,46,1.13,2,4,46,0.09,4,57,38,1.5,3,85,32,2.66,0,0,0,0.0,0,0,0,0.0,4,81,24,3.38,0,0,0,0.0,Aksesuar & Güzellik Aletleri,Gua Sha Taşı,0
MST-00497,05358905477,Merve Demir,Kadın,25-34,AVM,İlkbahar,1,Akşam,2489,0.48,87,0.57,2303.74,9,85,17,5.0,3,45,49,0.92,0,0,0,0.0,2,74,58,1.28,5,6,40,0.15,4,89,32,2.78,0,0,0,0.0,0,0,0,0.0,3,79,28,2.82,0,0,0,0.0,Parfüm,EDT Parfüm,1
MST-00498,05524369538,Kübra Aslan,Kadın,35-49,AVM,Sonbahar,1,Akşam,1486,0.37,75,0.52,3359.09,9,83,57,1.46,4,26,42,0.62,4,52,33,1.58,2,13,51,0.25,2,13,50,0.26,5,5,50,0.1,4,6,20,0.3,2,73,41,1.78,5,18,22,0.82,0,0,0,0.0,Ağız Bakımı,Ağız Çalkalama Suyu,1
MST-00499,05551345266,Berk Koç,Erkek,25-34,AVM,Sonbahar,1,Akşam,3527,0.63,97,0.8,3011.05,0,0,0,0.0,0,0,0,0.0,1,1,0,0.0,0,0,0,0.0,4,20,35,0.57,4,27,33,0.82,3,79,33,2.39,4,40,38,1.05,5,62,51,1.22,5,34,17,2.0,Parfüm,Vücut Spreyi (Body Mist),1
MST-00500,05325537358,Onur Yılmaz,Erkek,25-34,AVM,Kış,1,Öğle,72,0.53,80,0.24,3281.71,0,0,0,0.0,1,69,0,0.0,0,0,0,0.0,4,21,18,1.17,4,62,21,2.95,0,0,0,0.0,0,0,0,0.0,2,47,50,0.94,2,23,53,0.43,6,47,54,0.87,Erkek Bakım,Tıraş Bıçağı,1
MST-00501,05557867100,Melike Özdemir,Kadın,25-34,AVM,Kış,1,Akşam,724,0.37,36,0.82,4029.85,6,13,23,0.57,3,68,39,1.74,3,5,40,0.12,1,8,0,0.0,1,34,0,0.0,0,0,0,0.0,4,65,50,1.3,2,83,54,1.54,5,62,16,3.88,0,0,0,0.0,Parfüm,EDT Parfüm,0
MST-00502,05526275034,Aslı Özkan,Kadın,18-24,AVM,Sonbahar,0,Öğle,3754,0.88,87,0.77,4362.05,4,46,35,1.31,1,86,0,0.0,4,62,15,4.13,4,8,37,0.22,4,77,45,1.71,0,0,0,0.0,0,0,0,0.0,4,38,32,1.19,0,0,0,0.0,0,0,0,0.0,Erkek Bakım,Sakal Yağı,1
MST-00503,05557097091,Defne Şahin,Kadın,18-24,Cadde,Yaz,0,Öğle,2995,0.47,70,0.91,2143.97,7,54,35,1.54,5,70,40,1.75,4,56,33,1.7,1,84,0,0.0,4,6,29,0.21,1,31,0,0.0,1,32,0,0.0,2,28,37,0.76,2,55,56,0.98,0,0,0,0.0,Ağız Bakımı,Diş Macunu,0
MST-00504,05524177993,Arda Kurt,Erkek,25-34,AVM,İlkbahar,1,Akşam,4365,0.52,107,0.44,410.92,0,0,0,0.0,2,31,58,0.53,0,0,0,0.0,3,39,31,1.26,4,73,16,4.56,3,59,57,1.04,5,11,54,0.2,5,77,16,4.81,2,28,24,1.17,3,44,47,0.94,Vücut Bakımı & Banyo,Banyo Bombası,1
MST-00505,05448583354,Defne Doğan,Kadın,25-34,Cadde,Sonbahar,1,Akşam,218,0.86,62,0.26,3779.42,6,40,46,0.87,1,69,0,0.0,1,21,0,0.0,4,81,48,1.69,3,62,32,1.94,1,31,0,0.0,1,82,0,0.0,1,52,0,0.0,1,82,0,0.0,0,0,0,0.0,Güneş & Bronzlaşma,Bronzlaştırıcı Yağ,1
MST-00506,05326813365,Deniz Kurt,Kadın,18-24,AVM,İlkbahar,0,Sabah,546,0.18,88,0.78,663.15,2,88,36,2.44,1,7,0,0.0,4,66,58,1.14,1,39,0,0.0,4,27,24,1.12,1,86,0,0.0,0,0,0,0.0,4,87,51,1.71,4,77,54,1.43,0,0,0,0.0,El & Ayak Bakımı,Aseton,1
MST-00507,05526691276,Kuzey Kılıç,Erkek,25-34,AVM,İlkbahar,0,Öğle,3729,0.45,102,0.63,1104.58,1,82,0,0.0,4,69,36,1.92,4,45,42,1.07,1,53,0,0.0,3,9,16,0.56,2,28,59,0.47,4,14,24,0.58,3,12,34,0.35,4,36,54,0.67,1,76,0,0.0,Erkek Bakım,Tıraş Sonrası Losyon,1
MST-00508,05552805468,Arda Arslan,Erkek,25-34,AVM,İlkbahar,1,Gece,1968,0.46,106,0.74,2991.28,0,0,0,0.0,1,4,0,0.0,1,60,0,0.0,3,70,48,1.46,3,74,24,3.08,5,17,30,0.57,4,9,35,0.26,4,24,52,0.46,0,0,0,0.0,6,38,39,0.97,Saç Bakımı,Saç Kremi,1
MST-00509,05449514716,Can Öztürk,Erkek,18-24,Cadde,İlkbahar,0,Öğle,4516,0.55,70,1.0,3393.95,0,0,0,0.0,4,73,42,1.74,3,18,52,0.35,5,37,49,0.76,5,38,54,0.7,4,19,26,0.73,4,61,17,3.59,0,0,0,0.0,1,13,0,0.0,2,50,44,1.14,Erkek Bakım,Tıraş Köpüğü,1
MST-00510,05556525633,Aslı Kılıç,Kadın,25-34,AVM,Yaz,0,Gece,1259,0.2,10,0.28,3171.72,10,67,28,2.39,1,37,0,0.0,0,0,0,0.0,4,71,20,3.55,4,1,26,0.04,4,5,16,0.31,3,2,26,0.08,1,69,0,0.0,1,6,0,0.0,0,0,0,0.0,Cilt Bakımı,Tonik,0
MST-00511,05353244702,Sümeyye Aslan,Kadın,18-24,AVM,Yaz,1,Gece,2933,0.19,86,0.47,2057.44,2,25,55,0.45,4,2,37,0.05,5,46,27,1.7,4,45,52,0.87,2,3,36,0.08,5,55,31,1.77,2,29,19,1.53,5,9,23,0.39,1,53,0,0.0,0,0,0,0.0,Vücut Bakımı & Banyo,Duş Jeli,1
MST-00512,05356735193,Fatma Arslan,Kadın,50+,AVM,Yaz,1,Akşam,2509,0.47,87,0.27,4143.59,6,35,36,0.97,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,4,34,55,0.62,3,80,43,1.86,5,17,40,0.42,5,35,49,0.71,5,89,19,4.68,0,0,0,0.0,Parfüm,EDT Parfüm,0
MST-00513,05356897498,Efe Kılıç,Erkek,35-49,AVM,Sonbahar,1,Öğle,4008,0.13,5,0.87,3770.05,0,0,0,0.0,4,83,52,1.6,0,0,0,0.0,4,31,30,1.03,5,55,35,1.57,3,55,58,0.95,5,59,41,1.44,1,19,0,0.0,0,0,0,0.0,3,1,55,0.02,Erkek Bakım,Tıraş Köpüğü,0
MST-00514,05449204298,Kaan Şahin,Erkek,35-49,AVM,Sonbahar,1,Akşam,4072,0.33,28,0.12,3037.02,0,0,0,0.0,0,0,0,0.0,2,51,26,1.96,3,1,43,0.02,3,36,42,0.86,5,62,36,1.72,4,25,24,1.04,3,57,56,1.02,5,40,26,1.54,1,68,0,0.0,Erkek Bakım,Erkek Deodorant,0
MST-00515,05526843493,Defne Kaya,Kadın,18-24,Cadde,Sonbahar,0,Öğle,4680,0.28,59,0.22,2068.68,9,13,47,0.28,0,0,0,0.0,0,0,0,0.0,1,2,0,0.0,5,33,17,1.94,2,82,23,3.57,5,30,52,0.58,1,1,0,0.0,0,0,0,0.0,0,0,0,0.0,Makyaj,Allık,0
MST-00516,05528395350,Merve Koç,Kadın,35-49,AVM,Yaz,1,Öğle,1562,0.54,9,0.32,2167.64,11,24,16,1.5,5,40,15,2.67,5,8,43,0.19,3,54,43,1.26,5,44,51,0.86,2,65,30,2.17,4,8,27,0.3,1,49,0,0.0,1,60,0,0.0,0,0,0,0.0,Parfüm,Vücut Spreyi (Body Mist),1
MST-00517,05559464685,Aslı Arslan,Kadın,35-49,Cadde,İlkbahar,0,Akşam,2085,0.11,39,0.79,915.45,7,76,53,1.43,3,51,55,0.93,1,65,0,0.0,3,31,45,0.69,4,48,56,0.86,1,79,0,0.0,0,0,0,0.0,1,58,0,0.0,2,16,26,0.62,0,0,0,0.0,Parfüm,Vücut Spreyi (Body Mist),0
MST-00518,05355327819,Ali Çetin,Erkek,35-49,AVM,Yaz,1,Öğle,1789,0.71,113,0.67,3541.72,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,3,14,17,0.82,5,45,42,1.07,2,59,51,1.16,4,34,41,0.83,3,40,55,0.73,5,26,33,0.79,2,5,57,0.09,Parfüm,EDP Parfüm,0
MST-00519,05322255564,Ali Koç,Erkek,18-24,Cadde,Sonbahar,0,Öğle,3669,0.87,108,0.45,3916.94,0,0,0,0.0,3,77,39,1.97,5,53,46,1.15,4,24,53,0.45,2,67,19,3.53,4,68,23,2.96,2,11,55,0.2,3,62,48,1.29,3,55,56,0.98,2,61,16,3.81,Erkek Bakım,Erkek Deodorant,1
MST-00520,05529930264,Selin Yılmaz,Kadın,25-34,Cadde,Kış,0,Akşam,2481,0.74,92,0.24,3748.68,1,19,0,0.0,4,28,37,0.76,3,74,17,4.35,2,13,36,0.36,2,52,19,2.74,5,43,32,1.34,5,60,22,2.73,3,75,54,1.39,1,86,0,0.0,0,0,0,0.0,Erkek Bakım,Sakal Yağı,0
MST-00521,05305424507,Merve Aslan,Kadın,35-49,AVM,Sonbahar,0,Akşam,3430,0.84,62,0.39,2529.88,9,86,56,1.54,5,46,47,0.98,2,6,21,0.29,3,84,15,5.6,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,5,21,21,1.0,5,84,52,1.62,0,0,0,0.0,Makyaj,Fondöten,1
MST-00522,05353792427,Merve Demir,Kadın,25-34,Cadde,İlkbahar,0,Sabah,204,0.68,89,0.77,3795.04,9,24,51,0.47,2,78,48,1.62,1,45,0,0.0,1,75,0,0.0,1,6,0,0.0,0,0,0,0.0,4,28,54,0.52,1,84,0,0.0,2,87,45,1.93,0,0,0,0.0,Vücut Bakımı & Banyo,Duş Jeli,1
MST-00523,05424357679,Efe Aydın,Erkek,25-34,Cadde,Yaz,1,Öğle,741,0.56,107,0.44,3588.28,0,0,0,0.0,3,87,23,3.78,1,63,0,0.0,0,0,0,0.0,4,16,51,0.31,1,75,0,0.0,5,55,35,1.57,4,7,32,0.22,1,7,0,0.0,5,48,35,1.37,Parfüm,EDP Parfüm,1
MST-00524,05425390020,Berk Şimşek,Erkek,25-34,AVM,Kış,1,Öğle,2888,0.3,38,0.52,3770.76,0,0,0,0.0,5,87,30,2.9,3,1,41,0.02,4,73,41,1.78,0,0,0,0.0,1,42,0,0.0,2,39,15,2.6,4,1,15,0.07,3,64,42,1.52,4,63,51,1.24,Parfüm,EDT Parfüm,0
MST-00525,05441890695,Kaan Demir,Erkek,25-34,AVM,Kış,1,Öğle,3494,0.35,91,0.65,4421.41,0,0,0,0.0,2,74,51,1.45,0,0,0,0.0,2,34,52,0.65,0,0,0,0.0,4,38,43,0.88,0,0,0,0.0,0,0,0,0.0,1,19,0,0.0,7,15,43,0.35,Parfüm,Vücut Spreyi (Body Mist),1
MST-00526,05551838761,Deniz Kurt,Kadın,18-24,Cadde,İlkbahar,1,Akşam,4263,0.39,24,0.92,3673.5,5,34,27,1.26,5,49,19,2.58,5,50,37,1.35,2,10,34,0.29,0,0,0,0.0,1,69,0,0.0,3,63,39,1.62,4,7,34,0.21,0,0,0,0.0,0,0,0,0.0,Parfüm,EDT Parfüm,1
